compound0,compound1,similarity
DB01102,DB00598,0.5455
DB01102,DB01288,0.6349
DB01102,DB09082,0.5641
DB01102,DB00938,0.6447
DB00197,DB01132,0.5823
DB00197,DB00412,0.5696
DB00841,DB01274,0.5303
DB00841,DB00983,0.5303
DB00841,DB06152,0.5806
DB00841,DB06814,0.5538
DB00841,DB00598,0.5736
DB00841,DB01288,0.6179
DB13995,DB14520,0.6007
DB13995,DB11093,0.5565
DB02300,DB00910,0.7273
DB02300,DB00153,0.7485
DB02300,DB01436,0.7607
DB02300,DB01070,0.6994
DB04842,DB00342,0.5149
DB04842,DB00973,0.5455
DB04842,DB01430,0.5025
DB04842,DB00737,0.5109
DB04842,DB00354,0.5131
DB04842,DB00637,0.5149
DB04842,DB00950,0.5121
DB04842,DB00450,0.5137
DB04842,DB00502,0.5341
DB04842,DB04841,0.6632
DB03193,DB00632,0.7742
DB03193,DB09031,0.697
DB03193,DB00132,0.5263
DB03193,DB09552,0.5488
DB03193,DB01083,0.5419
DB03193,DB00770,0.5238
DB03193,DB03017,0.8125
DB03193,DB01718,0.7788
DB14544,DB14542,0.7456
DB14544,DB06786,0.5116
DB14544,DB14540,0.9595
DB14544,DB11921,0.5341
DB14544,DB00396,0.6053
DB14544,DB13946,0.6374
DB14544,DB00624,0.5986
DB14544,DB09091,0.7673
DB14544,DB00687,0.6211
DB14544,DB14541,0.7419
DB14544,DB06780,0.6258
DB14544,DB00253,0.5641
DB14544,DB00635,0.5535
DB14544,DB00741,0.805
DB14544,DB06710,0.6174
DB14544,DB01380,0.6587
DB14544,DB00846,0.5814
DB14544,DB13944,0.6824
DB14544,DB06781,0.5622
DB14544,DB01420,0.6329
DB14544,DB00700,0.5233
DB14544,DB01410,0.5178
DB14544,DB01130,0.663
DB14544,DB12499,0.7976
DB14544,DB00351,0.561
DB14544,DB09124,0.5
DB14544,DB00378,0.5
DB14544,DB14543,0.8587
DB14544,DB00421,0.5325
DB14544,DB14596,0.6477
DB14544,DB01260,0.5529
DB14544,DB00860,0.6415
DB14544,DB00603,0.6098
DB14544,DB13943,0.5747
DB14544,DB15566,0.6347
DB14544,DB00959,0.559
DB14544,DB14583,0.5185
DB14544,DB01185,0.5621
DB14544,DB01222,0.5862
DB14544,DB00769,0.7845
DB09212,DB01050,0.6667
DB09212,DB00870,0.56
DB09212,DB09213,0.6667
DB00850,DB00777,0.5342
DB00850,DB01403,0.5417
DB00850,DB01238,0.506
DB00850,DB00875,0.6909
DB00850,DB00508,0.6027
DB00850,DB01069,0.5
DB00850,DB01184,0.5422
DB00850,DB00392,0.507
DB00850,DB01224,0.6038
DB00850,DB00341,0.5223
DB00850,DB00680,0.5663
DB00850,DB01239,0.5036
DB00850,DB00433,0.8816
DB00850,DB00477,0.7194
DB00850,DB00902,0.5532
DB00850,DB01242,0.5775
DB00850,DB01623,0.5488
DB00618,DB01301,0.6524
DB00618,DB12455,0.6455
DB00618,DB00256,0.6231
DB00618,DB12329,0.6354
DB00618,DB00595,0.7294
DB00618,DB09093,0.8471
DB00342,DB00836,0.6091
DB00342,DB09076,0.5231
DB00342,DB00737,0.5055
DB00342,DB01091,0.5119
DB00342,DB12278,0.5506
DB00342,DB11591,0.5076
DB00342,DB00354,0.6032
DB00342,DB11584,0.5786
DB00342,DB00496,0.5876
DB00342,DB00950,0.9268
DB00342,DB00771,0.5143
DB00342,DB00813,0.5434
DB00342,DB01081,0.5628
DB00342,DB01146,0.5062
DB00342,DB00333,0.5
DB00363,DB01068,0.5116
DB00363,DB13872,0.5156
DB00363,DB00628,0.5271
DB00363,DB00434,0.5152
DB00363,DB00829,0.5323
DB00363,DB00186,0.5556
DB00363,DB00670,0.5915
DB00363,DB00719,0.5152
DB00363,DB01224,0.5714
DB00363,DB00349,0.5079
DB00363,DB00246,0.5101
DB00363,DB00433,0.6
DB00363,DB00231,0.5079
DB00363,DB01623,0.5263
DB00363,DB08936,0.5938
DB01068,DB13872,0.5854
DB01068,DB00628,0.5806
DB01068,DB00310,0.5082
DB01068,DB00829,0.5546
DB01068,DB00186,0.6942
DB01068,DB01215,0.5
DB01068,DB01559,0.6116
DB01068,DB00404,0.5079
DB01068,DB00683,0.5469
DB01068,DB00690,0.5362
DB01068,DB01558,0.6667
DB01068,DB01589,0.5344
DB01068,DB01544,0.7302
DB01068,DB01595,0.8525
DB00201,DB09092,0.6667
DB00201,DB00277,0.6944
DB00201,DB00806,0.7033
DB00227,DB00641,0.8765
DB00227,DB00175,0.646
DB00578,DB01147,0.6711
DB00578,DB01326,0.5478
DB00578,DB00485,0.6093
DB00578,DB00319,0.7381
DB00578,DB01328,0.515
DB00578,DB01602,0.7261
DB00578,DB00447,0.5588
DB00578,DB00713,0.7211
DB00578,DB00567,0.6176
DB00578,DB00739,0.6294
DB00578,DB00689,0.6122
DB00578,DB01061,0.7848
DB00578,DB00948,0.7425
DB00578,DB01607,0.8467
DB14512,DB06786,0.5333
DB14512,DB00288,0.602
DB14512,DB11921,0.5543
DB14512,DB00635,0.503
DB14512,DB00663,0.5665
DB14512,DB06781,0.5389
DB14512,DB13867,0.5455
DB14512,DB14649,0.6816
DB14512,DB01130,0.5104
DB14512,DB00838,0.5497
DB14512,DB00240,0.5263
DB14512,DB13158,0.6784
DB14512,DB14596,0.5435
DB14512,DB00324,0.5476
DB14512,DB00620,0.6199
DB14512,DB00596,0.6127
DB14512,DB01234,0.6667
DB14512,DB01260,0.5281
DB14512,DB00860,0.515
DB14512,DB15566,0.5486
DB14512,DB01222,0.5055
DB14512,DB00588,0.5989
DB14512,DB00591,0.5165
DB00006,DB06825,0.5673
DB00006,DB09265,0.5723
DB00006,DB01278,0.6034
DB00006,DB00644,0.5386
DB00006,DB00007,0.5526
DB00006,DB06788,0.5851
DB00006,DB04931,0.6844
DB00006,DB01284,0.6987
DB00006,DB11842,0.546
DB00006,DB13928,0.566
DB00006,DB00666,0.5706
DB00006,DB06785,0.5672
DB01331,DB01330,0.5747
DB01331,DB00456,0.7517
DB01331,DB01416,0.5195
DB01331,DB01139,0.5677
DB01331,DB01112,0.6369
DB01331,DB00689,0.5714
DB01331,DB00274,0.5875
DB00272,DB05381,0.5217
DB00659,DB01956,0.5333
DB13872,DB00628,0.5854
DB13872,DB00829,0.6949
DB13872,DB00186,0.8167
DB13872,DB01587,0.5373
DB13872,DB01215,0.5691
DB13872,DB01559,0.6
DB13872,DB00404,0.592
DB13872,DB00683,0.6142
DB13872,DB00690,0.5985
DB13872,DB01239,0.5289
DB13872,DB00349,0.5833
DB13872,DB00231,0.85
DB13872,DB01589,0.5846
DB13872,DB01544,0.608
DB09275,DB14520,0.7111
DB09275,DB11093,0.7299
DB00473,DB01062,0.5271
DB00473,DB00986,0.5167
DB00473,DB00937,0.5
DB00473,DB03793,0.5
DB00473,DB06701,0.5577
DB00473,DB00383,0.5354
DB00647,DB06403,0.5369
DB00647,DB00836,0.503
DB00647,DB08799,0.5231
DB00647,DB09088,0.5345
DB00647,DB00792,0.56
DB00647,DB00745,0.5323
DB00647,DB01227,0.6761
DB00647,DB01182,0.5352
DB00647,DB01625,0.6099
DB00647,DB12278,0.5541
DB00647,DB01616,0.5606
DB00647,DB00771,0.5103
DB00647,DB00812,0.5
DB00647,DB01173,0.5669
DB00647,DB13501,0.5191
DB00647,DB00726,0.5263
DB00647,DB00675,0.5563
DB00647,DB00925,0.5954
DB00647,DB00985,0.5062
DB00647,DB01075,0.608
DB00647,DB00813,0.5734
DB00647,DB00539,0.5065
DB00647,DB00333,0.7164
DB00647,DB11071,0.5
DB00213,DB01129,0.6345
DB00213,DB05351,0.6294
DB00213,DB00338,0.7286
DB00264,DB01580,0.6226
DB00264,DB01297,0.7429
DB00264,DB00187,0.8649
DB00264,DB13346,0.551
DB00264,DB01193,0.5593
DB00264,DB00335,0.8
DB00264,DB00489,0.5149
DB00264,DB00612,0.7863
DB00264,DB09351,0.8348
DB00140,DB03247,0.8846
DB00140,DB03147,0.633
DB06825,DB00644,0.8373
DB06825,DB00007,0.8919
DB06825,DB00035,0.5381
DB06825,DB06788,0.8845
DB06825,DB00183,0.5192
DB06825,DB04931,0.7172
DB06825,DB01284,0.5226
DB06825,DB11842,0.6173
DB06825,DB00666,0.9423
DB06825,DB06785,0.6483
DB00818,DB06716,0.6905
DB14019,DB09048,0.8523
DB01172,DB15617,0.5587
DB01172,DB00581,0.5772
DB01172,DB08818,0.5328
DB01172,DB00684,0.8621
DB01172,DB03615,0.8772
DB01172,DB00798,0.5311
DB01172,DB00452,0.7662
DB01172,DB02772,0.5503
DB01062,DB00387,0.5735
DB01062,DB00986,0.6619
DB01062,DB06787,0.5714
DB01062,DB00942,0.5735
DB01062,DB00376,0.5612
DB01062,DB00383,0.6849
DB01009,DB13873,0.5133
DB01009,DB00745,0.5421
DB01009,DB13720,0.5263
DB01009,DB00809,0.5133
DB01009,DB00946,0.5133
DB01009,DB03793,0.5641
DB01009,DB00963,0.5
DB01009,DB00682,0.5424
DB01009,DB00289,0.5
DB01009,DB00870,0.6602
DB01009,DB00821,0.5283
DB01009,DB00598,0.5
DB01009,DB09214,1.0
DB01009,DB02266,0.5
DB01009,DB13166,0.5333
DB01009,DB01399,0.5472
DB01009,DB00465,0.6168
DB01009,DB06274,0.5
DB01009,DB01600,0.7573
DB01009,DB05015,0.5217
DB01009,DB00784,0.5049
DB01009,DB11071,0.5455
DB00173,DB00993,0.5542
DB00495,DB00649,0.6458
DB00495,DB03312,0.6538
DB00495,DB13421,0.6931
DB00495,DB00322,0.6939
DB00495,DB01265,0.8163
DB00495,DB00432,0.6476
DB06403,DB00836,0.5
DB06403,DB01227,0.5695
DB06403,DB01625,0.56
DB06403,DB12278,0.535
DB06403,DB11584,0.5217
DB06403,DB00950,0.5
DB06403,DB00771,0.5325
DB06403,DB00991,0.5315
DB06403,DB00333,0.5874
DB00973,DB04841,0.5202
DB14542,DB06786,0.5212
DB14542,DB14540,0.759
DB14542,DB11921,0.5325
DB14542,DB00396,0.6207
DB14542,DB01395,0.5063
DB14542,DB13946,0.5371
DB14542,DB00624,0.6286
DB14542,DB09091,0.8684
DB14542,DB00687,0.6883
DB14542,DB14541,0.7821
DB14542,DB06780,0.6282
DB14542,DB00253,0.5772
DB14542,DB00635,0.5921
DB14542,DB00741,0.8816
DB14542,DB06710,0.6479
DB14542,DB01380,0.725
DB14542,DB00846,0.5576
DB14542,DB13944,0.5767
DB14542,DB01420,0.6225
DB14542,DB00700,0.5333
DB14542,DB01410,0.5158
DB14542,DB01130,0.565
DB14542,DB12499,0.646
DB14542,DB00351,0.5096
DB14542,DB09124,0.5101
DB14542,DB00378,0.5103
DB14542,DB14543,0.7119
DB14542,DB00421,0.5432
DB14542,DB14596,0.568
DB14542,DB00620,0.5
DB14542,DB01260,0.5276
DB14542,DB00860,0.7105
DB14542,DB00717,0.5175
DB14542,DB00603,0.5605
DB14542,DB13943,0.5629
DB14542,DB15566,0.7125
DB14542,DB00959,0.6104
DB14542,DB01185,0.589
DB14542,DB01222,0.515
DB14542,DB00769,0.8046
DB01201,DB01045,0.9245
DB01201,DB11753,0.8066
DB01113,DB00440,0.5271
DB01113,DB09083,0.515
DB01200,DB11273,0.7124
DB01200,DB00696,0.719
DB01200,DB11275,0.7034
DB01200,DB01253,0.5348
DB01200,DB00247,0.5
DB01046,DB00770,0.6294
DB01046,DB03017,0.531
DB01046,DB00917,0.5035
DB00628,DB00829,0.6723
DB00628,DB00186,0.7273
DB00628,DB01215,0.6129
DB00628,DB00404,0.6032
DB00628,DB00683,0.5
DB00628,DB00349,0.5455
DB00628,DB07776,0.5179
DB00628,DB00991,0.5079
DB00628,DB00231,0.7273
DB00628,DB01558,0.5299
DB00628,DB01595,0.6721
DB01147,DB00485,0.875
DB01147,DB00319,0.5989
DB01147,DB01602,0.5542
DB01147,DB00713,0.8846
DB01147,DB00739,0.5789
DB01147,DB01061,0.6108
DB01147,DB00948,0.5909
DB01147,DB01607,0.6027
DB00373,DB01359,0.5254
DB01054,DB09237,0.6395
DB01054,DB00381,0.6395
DB01054,DB09238,0.6566
DB01054,DB09236,0.6289
DB01054,DB00622,0.7904
DB01054,DB06712,0.8
DB01054,DB00270,0.6389
DB01054,DB01023,0.7737
DB01054,DB00393,0.8344
DB01054,DB00401,0.7586
DB00157,DB00131,0.6522
DB00157,DB06441,0.5042
DB00157,DB03147,0.609
DB00157,DB00118,0.5436
DB11915,DB04844,0.726
DB11915,DB12161,0.5375
DB06786,DB14540,0.5207
DB06786,DB00288,0.6739
DB06786,DB00396,0.5135
DB06786,DB00624,0.5175
DB06786,DB09091,0.5548
DB06786,DB00687,0.7261
DB06786,DB00253,0.5
DB06786,DB00741,0.5548
DB06786,DB00663,0.5093
DB06786,DB06710,0.5241
DB06786,DB01380,0.5031
DB06786,DB00846,0.6905
DB06786,DB01420,0.5065
DB06786,DB14649,0.5868
DB06786,DB00700,0.5476
DB06786,DB12499,0.5122
DB06786,DB14543,0.5
DB06786,DB13158,0.5535
DB06786,DB00324,0.5385
DB06786,DB00620,0.5912
DB06786,DB00596,0.559
DB06786,DB01234,0.6038
DB06786,DB01260,0.6627
DB06786,DB01185,0.7248
DB06786,DB01222,0.5176
DB06786,DB00769,0.5085
DB06786,DB00591,0.6941
DB11085,DB03255,0.619
DB11085,DB00388,0.6182
DB11085,DB00610,0.6296
DB11085,DB13154,0.5
DB11085,DB09526,0.6364
DB00150,DB00135,0.5714
DB00150,DB03793,0.5075
DB00150,DB02959,0.7907
DB00150,DB01235,0.557
DB00255,DB13873,0.5345
DB00255,DB04824,0.512
DB00255,DB00675,0.5109
DB00255,DB09526,0.5641
DB00979,DB00725,0.5042
DB00979,DB06700,0.5714
DB00979,DB11278,0.5106
DB00979,DB04838,0.5263
DB00979,DB00285,0.5739
DB00979,DB01237,0.5345
DB00979,DB11181,0.5
DB00979,DB00424,0.5042
DB00979,DB00454,0.5273
DB00979,DB01173,0.5345
DB00979,DB06701,0.5556
DB00979,DB01075,0.5439
DB01056,DB01002,0.5833
DB01056,DB00750,0.5432
DB01056,DB00961,0.6437
DB01056,DB00379,0.6389
DB01056,DB00281,0.6747
DB01056,DB00296,0.6022
DB05316,DB00637,0.5426
DB00836,DB01227,0.5325
DB00836,DB09076,0.5417
DB00836,DB00737,0.5363
DB00836,DB01625,0.5476
DB00836,DB12278,0.56
DB00836,DB00354,0.5376
DB00836,DB11584,0.5128
DB00836,DB00496,0.5759
DB00836,DB00950,0.6238
DB00836,DB00502,0.655
DB00836,DB00771,0.5116
DB00836,DB00913,0.5349
DB00836,DB00675,0.5169
DB00836,DB00341,0.5257
DB00836,DB00813,0.5294
DB00836,DB01081,0.6735
DB00836,DB00539,0.5193
DB00836,DB00561,0.5028
DB00836,DB00333,0.5963
DB00914,DB00182,0.5429
DB00914,DB06819,0.5789
DB00914,DB01577,0.5205
DB00914,DB00191,0.5278
DB00914,DB00780,0.7042
DB00914,DB00217,0.557
DB00914,DB01576,0.5429
DB00914,DB01626,0.5
DB00914,DB14754,0.5432
DB00387,DB00986,0.5827
DB00387,DB06787,0.7656
DB00387,DB00942,1.0
DB00387,DB00376,0.9764
DB00387,DB00383,0.6567
DB02925,DB00808,0.5441
DB00825,DB11201,0.5714
DB14540,DB11921,0.5434
DB14540,DB00396,0.6174
DB14540,DB13946,0.6034
DB14540,DB00624,0.6111
DB14540,DB09091,0.7821
DB14540,DB00687,0.6329
DB14540,DB14541,0.7541
DB14540,DB06780,0.6375
DB14540,DB00253,0.5752
DB14540,DB00635,0.5641
DB14540,DB00741,0.8205
DB14540,DB06710,0.6301
DB14540,DB01380,0.6707
DB14540,DB00846,0.5917
DB14540,DB13944,0.6467
DB14540,DB06781,0.5934
DB14540,DB01420,0.6452
DB14540,DB00700,0.5325
DB14540,DB01410,0.5258
DB14540,DB01130,0.674
DB14540,DB12499,0.8121
DB14540,DB00351,0.5714
DB14540,DB09124,0.5098
DB14540,DB00378,0.5101
DB14540,DB14543,0.884
DB14540,DB00240,0.5
DB14540,DB00421,0.5422
DB14540,DB14596,0.659
DB14540,DB01234,0.5
DB14540,DB01260,0.5629
DB14540,DB00860,0.6538
DB14540,DB00603,0.6211
DB14540,DB13943,0.5848
DB14540,DB15566,0.6463
DB14540,DB00959,0.5696
DB14540,DB14583,0.5283
DB14540,DB01185,0.5733
DB14540,DB01222,0.5965
DB14540,DB00769,0.7865
DB01327,DB01330,0.5028
DB01327,DB00923,0.6333
DB01327,DB01212,0.5635
DB01327,DB01326,0.6391
DB01327,DB01333,0.5135
DB01327,DB00430,0.5628
DB01327,DB00267,0.6437
DB01327,DB00229,0.6667
DB01327,DB00456,0.5844
DB01327,DB01416,0.5535
DB01327,DB01328,0.6034
DB01327,DB01139,0.5875
DB01327,DB00567,0.5135
DB01327,DB01112,0.5062
DB01327,DB00689,0.5157
DB01327,DB00274,0.5333
DB01327,DB01140,0.52
DB01045,DB11753,0.8425
DB01291,DB01001,0.7556
DB01291,DB00871,0.6207
DB01291,DB00668,0.5
DB01291,DB13139,0.7556
DB08916,DB05294,0.5464
DB08916,DB11828,0.6161
DB08916,DB11963,0.7604
DB01393,DB13873,0.8217
DB01393,DB00636,0.5893
DB01393,DB09064,0.5517
DB01393,DB01039,0.7007
DB01393,DB01171,0.5124
DB01393,DB01228,0.5
DB01393,DB00328,0.5797
DB04948,DB00964,0.5057
DB04868,DB08901,0.5135
DB04868,DB00619,0.6758
DB00209,DB00725,0.5517
DB00209,DB01591,0.5091
DB00209,DB00986,0.5733
DB00209,DB09076,0.5222
DB00209,DB12278,0.6135
DB00209,DB11584,0.625
DB00209,DB00496,0.5028
DB00209,DB00771,0.75
DB00209,DB00245,0.5359
DB00209,DB01146,0.5034
DB00209,DB00333,0.5101
DB01330,DB00923,0.5436
DB01330,DB01212,0.5204
DB01330,DB01326,0.587
DB01330,DB04570,0.6327
DB01330,DB00430,0.5421
DB01330,DB00267,0.6243
DB01330,DB00229,0.5312
DB01330,DB01328,0.5155
DB01330,DB00274,0.7333
DB00693,DB04824,0.7092
DB00725,DB09300,0.5821
DB00725,DB00986,0.544
DB00725,DB04838,0.6957
DB00725,DB00517,0.6379
DB00725,DB11181,0.7692
DB00725,DB00424,0.6667
DB00725,DB00245,0.5
DB00725,DB00747,0.5854
DB00725,DB06701,0.5505
DB00725,DB11201,0.5043
DB08907,DB11217,0.5036
DB08907,DB06292,0.6788
DB08907,DB09038,0.6286
DB00190,DB00765,0.5823
DB00190,DB00968,0.8395
DB00190,DB00233,0.507
DB00190,DB06262,0.5926
DB00190,DB00368,0.5676
DB00190,DB01064,0.5366
DB00190,DB00668,0.5714
DB00190,DB00221,0.5057
DB00190,DB06707,0.5526
DB00190,DB01235,0.7089
DB00923,DB01212,0.5584
DB00923,DB01326,0.7243
DB00923,DB04570,0.5381
DB00923,DB00430,0.6233
DB00923,DB00267,0.6316
DB00923,DB00229,0.715
DB00923,DB00456,0.6118
DB00923,DB01416,0.5029
DB00923,DB01328,0.7385
DB00923,DB01139,0.6136
DB00923,DB00567,0.561
DB00923,DB01112,0.5393
DB00923,DB00689,0.6057
DB00923,DB00274,0.5304
DB00923,DB01140,0.5301
DB00182,DB03255,0.5833
DB00182,DB00600,0.5
DB00182,DB11278,0.5397
DB00182,DB06819,0.5806
DB00182,DB00937,0.5217
DB00182,DB03793,0.5283
DB00182,DB11587,0.5455
DB00182,DB00752,0.5357
DB00182,DB01037,0.6866
DB00182,DB00852,0.5574
DB00182,DB01577,0.7797
DB00182,DB00191,0.6897
DB00182,DB01364,0.5574
DB00182,DB00780,0.6667
DB00182,DB01255,0.6173
DB00182,DB00217,0.5846
DB00182,DB01576,1.0
DB00182,DB01626,0.6129
DB00182,DB00397,0.6552
DB00182,DB14754,0.6866
DB06213,DB01280,0.6912
DB06213,DB00987,0.5645
DB06213,DB00811,0.5484
DB06213,DB00631,0.6466
DB06213,DB00242,0.5649
DB06213,DB00131,0.5957
DB06213,DB00118,0.5789
DB06213,DB01073,0.7368
DB00563,DB00642,0.6554
DB00563,DB11596,0.6054
DB00563,DB00293,0.6257
DB00563,DB00158,0.7444
DB08814,DB00945,0.6835
DB08814,DB08880,0.5532
DB08814,DB01097,0.5
DB08814,DB00348,0.5143
DB08814,DB02266,0.5657
DB11586,DB11575,0.5436
DB01437,DB00794,0.6889
DB01437,DB00357,0.7826
DB01437,DB01174,0.6739
DB01437,DB00454,0.5208
DB01437,DB00252,0.54
DB01437,DB00532,0.6517
DB01437,DB05246,0.6047
DB00857,DB01091,0.6923
DB11652,DB01259,0.5091
DB01580,DB01297,0.5905
DB01580,DB00187,0.5946
DB01580,DB00874,0.6522
DB01580,DB00423,0.6
DB01580,DB01193,0.5593
DB01580,DB00335,0.6095
DB01580,DB00612,0.5641
DB01580,DB09351,0.5739
DB01580,DB01359,0.5357
DB00299,DB00577,0.6018
DB00299,DB00787,0.7368
DB00924,DB00434,0.6667
DB00924,DB00792,0.5345
DB00924,DB08801,0.5645
DB00924,DB01237,0.5254
DB00924,DB00540,0.6333
DB00924,DB00321,0.7705
DB00924,DB00192,0.5079
DB00924,DB01069,0.5085
DB00924,DB00458,0.5574
DB00924,DB01173,0.5763
DB00924,DB00726,0.5161
DB00924,DB00675,0.507
DB00924,DB09167,0.7705
DB00924,DB01075,0.5862
DB00924,DB01239,0.6777
DB03756,DB00132,0.6825
DB03756,DB00159,0.8939
DB03619,DB02659,0.859
DB03619,DB00624,0.5
DB03619,DB04348,0.7326
DB03619,DB01586,0.8182
DB03619,DB05990,0.7296
DB03619,DB06777,0.8182
DB03255,DB11359,0.5778
DB03255,DB00600,0.5625
DB03255,DB11278,0.5455
DB03255,DB06819,0.5556
DB03255,DB03793,0.6667
DB03255,DB11587,0.5172
DB03255,DB00752,0.5833
DB03255,DB13154,0.5238
DB03255,DB00852,0.566
DB03255,DB01577,0.549
DB03255,DB00191,0.56
DB03255,DB01364,0.566
DB03255,DB00780,0.5714
DB03255,DB01576,0.5833
DB03255,DB00936,0.5532
DB03255,DB01626,0.5185
DB03255,DB00397,0.6
DB03255,DB09526,0.5238
DB04573,DB13956,0.6917
DB04573,DB00783,0.8276
DB04573,DB13952,0.6774
DB04573,DB13954,0.6573
DB04573,DB13953,0.6
DB04573,DB04575,0.5693
DB04573,DB04574,0.6032
DB04573,DB01196,0.5957
DB04573,DB00655,0.7414
DB04339,DB00130,0.6038
DB04339,DB00128,0.72
DB04339,DB00174,0.6
DB04339,DB00129,0.5098
DB04339,DB00142,0.717
DB04339,DB00151,0.5333
DB04339,DB00138,0.6562
DB00215,DB01175,1.0
DB09047,DB01155,0.5823
DB09047,DB00537,0.6351
DB09047,DB00365,0.6053
DB09047,DB11943,0.5217
DB09047,DB06771,0.6839
DB09047,DB00218,0.7654
DB09047,DB00467,0.5103
DB09047,DB01059,0.5103
DB09047,DB01165,0.5882
DB09047,DB01208,0.6026
DB00503,DB01601,0.6347
DB00503,DB08889,0.5105
DB00503,DB01072,0.5338
DB00632,DB09031,0.6479
DB00632,DB09552,0.5402
DB00632,DB03017,0.566
DB00632,DB01718,0.7154
DB00757,DB11181,0.5197
DB00757,DB00424,0.5077
DB01212,DB01326,0.5699
DB01212,DB01415,0.5665
DB01212,DB04918,0.55
DB01212,DB01413,0.6915
DB01212,DB00438,0.6368
DB01212,DB00430,0.5463
DB01212,DB00267,0.8482
DB01212,DB00229,0.6495
DB01212,DB00456,0.538
DB01212,DB01416,0.7955
DB01212,DB01328,0.5408
DB01212,DB09050,0.552
DB01212,DB01139,0.5311
DB01212,DB01112,0.6145
DB01212,DB00689,0.5114
DB01212,DB14879,0.5763
DB01129,DB05351,0.8169
DB01129,DB00338,0.6043
DB08799,DB00600,0.5
DB08799,DB00792,0.5913
DB08799,DB00745,0.5088
DB08799,DB13720,0.5124
DB08799,DB01616,0.5574
DB08799,DB11584,0.5378
DB08799,DB13501,0.5289
DB08799,DB00252,0.5217
DB08799,DB00925,0.595
DB08799,DB01075,0.5391
DB08799,DB00813,0.5865
DB08799,DB00991,0.5161
DB08799,DB00333,0.5
DB09148,DB09149,0.8684
DB06137,DB00637,0.5026
DB06137,DB06202,0.5668
DB06137,DB09345,0.5223
DB06137,DB00680,0.5165
DB06137,DB00481,0.5361
DB06137,DB00805,0.525
DB06137,DB00561,0.5198
DB06137,DB06401,0.5178
DB06137,DB06249,0.5026
DB09092,DB00277,0.5319
DB09092,DB00806,0.5664
DB01274,DB00983,1.0
DB01274,DB09080,0.5405
DB01274,DB01064,0.5455
DB01274,DB06814,0.6377
DB01274,DB00598,0.5985
DB01274,DB01288,0.6565
DB01326,DB04570,0.6129
DB01326,DB00438,0.5079
DB01326,DB01333,0.549
DB01326,DB00430,0.7255
DB01326,DB00267,0.7039
DB01326,DB00229,0.6374
DB01326,DB00319,0.5081
DB01326,DB00456,0.566
DB01326,DB01416,0.5244
DB01326,DB01328,0.8804
DB01326,DB00447,0.6013
DB01326,DB01139,0.5939
DB01326,DB00567,0.719
DB01326,DB01112,0.5389
DB01326,DB00689,0.7195
DB01326,DB00274,0.6
DB01326,DB01061,0.5143
DB01326,DB01140,0.6194
DB00530,DB05294,0.5412
DB14501,DB14489,0.5556
DB08964,DB12789,0.5241
DB08964,DB01240,0.5068
DB08964,DB00770,0.6483
DB08964,DB00917,0.6621
DB11359,DB00945,0.5667
DB11359,DB00874,0.625
DB11359,DB09086,0.5862
DB11359,DB00423,0.5556
DB11359,DB11221,0.5333
DB11359,DB11323,0.5574
DB11359,DB00936,0.6154
DB00868,DB09049,0.5603
DB00868,DB09085,0.5
DB13873,DB00636,0.6214
DB13873,DB09064,0.5981
DB13873,DB00963,0.5217
DB13873,DB01039,0.8594
DB13873,DB00870,0.5273
DB13873,DB00328,0.6047
DB13873,DB09214,0.5133
DB00288,DB11921,0.6277
DB00288,DB00687,0.5665
DB00288,DB14541,0.5051
DB00288,DB06780,0.5371
DB00288,DB00635,0.5029
DB00288,DB00663,0.5763
DB00288,DB01380,0.5475
DB00288,DB00846,0.5217
DB00288,DB06781,0.6497
DB00288,DB13867,0.5556
DB00288,DB14649,0.7869
DB00288,DB01410,0.6316
DB00288,DB01130,0.5408
DB00288,DB13158,0.5943
DB00288,DB14596,0.5319
DB00288,DB00324,0.6047
DB00288,DB00620,0.6857
DB00288,DB00596,0.5763
DB00288,DB01234,0.6971
DB00288,DB01260,0.6154
DB00288,DB00860,0.5263
DB00288,DB15566,0.6369
DB00288,DB01185,0.5455
DB00288,DB01222,0.5591
DB00288,DB00588,0.5654
DB00288,DB00591,0.6667
DB00777,DB01403,0.7576
DB00777,DB01227,0.5036
DB00777,DB00343,0.5405
DB00777,DB00508,0.6567
DB00777,DB01069,0.7903
DB00777,DB00392,0.7077
DB00777,DB00726,0.5538
DB00777,DB00680,0.5325
DB00777,DB01239,0.5512
DB00777,DB00433,0.5714
DB00777,DB00477,0.6929
DB00777,DB00902,0.5426
DB00777,DB01242,0.5077
DB00777,DB01623,0.5
DB00777,DB00333,0.5496
DB00834,DB09123,0.5806
DB00834,DB11619,0.5806
DB01320,DB00745,0.5
DB01320,DB00812,0.5294
DB01320,DB00252,0.736
DB01320,DB00532,0.5263
DB01320,DB07776,0.5
DB01320,DB00561,0.5395
DB01320,DB11071,0.5
DB00576,DB01581,0.7216
DB00576,DB00263,0.7083
DB00576,DB00664,0.68
DB00576,DB01299,0.6476
DB00576,DB00250,0.5532
DB00576,DB00259,0.6316
DB00576,DB06821,0.68
DB00576,DB01015,0.7234
DB00576,DB01298,0.6471
DB09088,DB00937,0.6207
DB09088,DB03793,0.5634
DB09088,DB11587,0.5
DB09088,DB00191,0.5
DB09088,DB09089,0.5203
DB09088,DB00333,0.5091
DB00552,DB01262,0.6531
DB00552,DB03312,0.5283
DB00552,DB00242,0.5981
