,compound_1,compound_2,label
9561,DB12010,P36896,1.0
9562,DB12010,Q96D53,1.0
9563,DB12010,Q9UM73,1.0
9564,DB12010,Q8NFD2,1.0
9565,DB12010,O14965,1.0
9566,DB12010,Q96GD4,1.0
9567,DB12010,Q9UQB9,1.0
9568,DB12010,P30530,1.0
9569,DB12010,P51451,1.0
9570,DB12010,Q9NSY1,1.0
9571,DB12010,O00238,1.0
9572,DB12010,Q13873,1.0
9573,DB12010,P51813,1.0
9574,DB12010,P15056,1.0
9575,DB12010,Q06187,1.0
9576,DB12010,Q14012,1.0
9577,DB12010,Q8IU85,1.0
9578,DB12010,Q96NX5,1.0
9579,DB12010,Q9UQM7,1.0
9580,DB12010,Q13554,1.0
9581,DB12010,Q13557,1.0
9582,DB12010,Q13555,1.0
9583,DB12010,Q8N5S9,1.0
9584,DB12010,Q96RR4,1.0
9585,DB12010,O14936,1.0
9586,DB12010,P07498,1.0
9587,DB12010,P06493,1.0
9588,DB12010,Q6DT37,1.0
9589,DB12010,P11802,1.0
9590,DB12010,Q00532,1.0
9591,DB12010,Q92772,1.0
9592,DB12010,O14757,1.0
9593,DB12010,O96017,1.0
9594,DB12010,O14578,1.0
9595,DB12010,P49759,1.0
9596,DB12010,P49760,1.0
9597,DB12010,P49761,1.0
9598,DB12010,Q9HAZ1,1.0
9599,DB12010,P07333,1.0
9600,DB12010,P41240,1.0
9601,DB12010,P48729,1.0
9602,DB12010,P68400,1.0
9603,DB12010,P19784,1.0
9604,DB12010,P53355,1.0
9605,DB12010,Q9UIK4,1.0
9606,DB12010,O43293,1.0
9607,DB12010,O15075,1.0
9608,DB12010,Q8N568,1.0
9609,DB12010,Q9C098,1.0
9610,DB12010,Q08345,1.0
9611,DB12010,Q16832,1.0
9612,DB12010,Q13627,1.0
9613,DB12010,Q9Y463,1.0
9614,DB12010,P00533,1.0
9615,DB12010,Q9BQI3,1.0
9616,DB12010,P19525,1.0
9617,DB12010,Q9P2K8,1.0
9618,DB12010,P21709,1.0
9619,DB12010,P29317,1.0
9620,DB12010,P29320,1.0
9621,DB12010,P54764,1.0
9622,DB12010,P54756,1.0
9623,DB12010,Q9UF33,1.0
9624,DB12010,Q15375,1.0
9625,DB12010,P29322,1.0
9626,DB12010,P54762,1.0
9627,DB12010,P29323,1.0
9628,DB12010,P54760,1.0
9629,DB12010,O15197,1.0
9630,DB12010,P04626,1.0
9631,DB12010,Q15303,1.0
9632,DB12010,O75460,1.0
9633,DB12010,P16591,1.0
9634,DB12010,P07332,1.0
9635,DB12010,P11362,1.0
9636,DB12010,P21802,1.0
9637,DB12010,P22607,1.0
9638,DB12010,P09769,1.0
9639,DB12010,P17948,1.0
9640,DB12010,P36888,1.0
9641,DB12010,P35916,1.0
9642,DB12010,P42345,1.0
9643,DB12010,P42685,1.0
9644,DB12010,P06241,1.0
9645,DB12010,O14976,1.0
9646,DB12010,P49840,1.0
9647,DB12010,P49841,1.0
9648,DB12010,P08631,1.0
9649,DB12010,Q9H2X6,1.0
9650,DB12010,Q9H422,1.0
9651,DB12010,Q9UPZ9,1.0
9652,DB12010,O14920,1.0
9653,DB12010,Q14164,1.0
9654,DB12010,P06213,1.0
9655,DB12010,P14616,1.0
9656,DB12010,P51617,1.0
9657,DB12010,Q9Y616,1.0
9658,DB12010,Q9NWZ3,1.0
9659,DB12010,Q08881,1.0
9660,DB12010,O60674,1.0
9661,DB12010,P52333,1.0
9662,DB12010,P35968,1.0
9663,DB12010,Q9Y2K2,1.0
9664,DB12010,P10721,1.0
9665,DB12010,O95835,1.0
9666,DB12010,P06239,1.0
9667,DB12010,P53667,1.0
9668,DB12010,P53671,1.0
9669,DB12010,Q5S007,1.0
9670,DB12010,P29376,1.0
9671,DB12010,P07948,1.0
9672,DB12010,P36507,1.0
9673,DB12010,P46734,1.0
9674,DB12010,Q13163,1.0
9675,DB12010,P52564,1.0
9676,DB12010,Q13233,1.0
9677,DB12010,Q02779,1.0
9678,DB12010,Q16584,1.0
9679,DB12010,Q12852,1.0
9680,DB12010,O43283,1.0
9681,DB12010,Q6ZN16,1.0
9682,DB12010,Q9Y2U5,1.0
9683,DB12010,Q99759,1.0
9684,DB12010,Q9Y6R4,1.0
9685,DB12010,O95382,1.0
9686,DB12010,P80192,1.0
9687,DB12010,Q92918,1.0
9688,DB12010,Q12851,1.0
9689,DB12010,Q8IVH8,1.0
9690,DB12010,O95819,1.0
9691,DB12010,Q9Y4K4,1.0
9692,DB12010,P53779,1.0
9693,DB12010,O15264,1.0
9694,DB12010,Q16539,1.0
9695,DB12010,Q8TD08,1.0
9696,DB12010,P31152,1.0
9697,DB12010,Q13164,1.0
9698,DB12010,P45984,1.0
9699,DB12010,Q8IW41,1.0
9700,DB12010,Q9P0L2,1.0
9701,DB12010,Q7KZI7,1.0
9702,DB12010,P27448,1.0
9703,DB12010,Q96L34,1.0
9704,DB12010,Q7Z460,1.0
9705,DB12010,Q9Y2H9,1.0
9706,DB12010,P42679,1.0
9707,DB12010,Q14680,1.0
9708,DB12010,Q12866,1.0
9709,DB12010,Q8N4C8,1.0
9710,DB12010,Q9BUB5,1.0
9711,DB12010,Q9HBH9,1.0
9712,DB12010,Q04912,1.0
9713,DB12010,O15146,1.0
9714,DB12010,Q15746,1.0
9715,DB12010,Q9H1R3,1.0
9716,DB12010,Q32MK0,1.0
9717,DB12010,Q86YV6,1.0
9718,DB12010,Q8NEV4,1.0
9719,DB12010,Q96PY6,1.0
9720,DB12010,Q8NG66,1.0
9721,DB12010,P51955,1.0
9722,DB12010,P51956,1.0
9723,DB12010,P51957,1.0
9724,DB12010,Q6P3R8,1.0
9725,DB12010,Q8TD19,1.0
9726,DB12010,P04629,1.0
9727,DB12010,Q16620,1.0
9728,DB12010,Q16288,1.0
9729,DB12010,O60285,1.0
9730,DB12010,Q9H093,1.0
9731,DB12010,O95747,1.0
9732,DB12010,Q13153,1.0
9733,DB12010,Q13177,1.0
9734,DB12010,O75914,1.0
9735,DB12010,O96013,1.0
9736,DB12010,Q9NQU5,1.0
9737,DB12010,Q9P286,1.0
9738,DB12010,Q00536,1.0
9739,DB12010,Q00537,1.0
9740,DB12010,P16234,1.0
9741,DB12010,P09619,1.0
9742,DB12010,O15530,1.0
9743,DB12010,Q96Q40,1.0
9744,DB12010,Q16816,1.0
9745,DB12010,Q9UBF8,1.0
9746,DB12010,O00750,1.0
9747,DB12010,O75747,1.0
9748,DB12010,O00329,1.0
9749,DB12010,P48736,1.0
9750,DB12010,P11309,1.0
9751,DB12010,Q86V86,1.0
9752,DB12010,P78356,1.0
9753,DB12010,Q8TBX8,1.0
9754,DB12010,Q99640,1.0
9755,DB12010,Q16512,1.0
9756,DB12010,Q16513,1.0
9757,DB12010,P53350,1.0
9758,DB12010,Q9NYY3,1.0
9759,DB12010,Q9H4B4,1.0
9760,DB12010,O00444,1.0
9761,DB12010,Q13131,1.0
9762,DB12010,Q13131,1.0
9763,DB12010,P54646,1.0
9764,DB12010,Q9Y478,1.0
9765,DB12010,O43741,1.0
9766,DB12010,P54619,1.0
9767,DB12010,Q9UGJ0,1.0
9768,DB12010,Q9UGI9,1.0
9769,DB12010,P22694,1.0
9770,DB12010,Q05655,1.0
9771,DB12010,Q02156,1.0
9772,DB12010,P05129,1.0
9773,DB12010,P41743,1.0
9774,DB12010,Q04759,1.0
9775,DB12010,Q15139,1.0
9776,DB12010,Q13237,1.0
9777,DB12010,Q13523,1.0
9778,DB12010,Q05397,1.0
9779,DB12010,Q14289,1.0
9780,DB12010,Q13882,1.0
9781,DB12010,P04049,1.0
9782,DB12010,P07949,1.0
9783,DB12010,Q9BRS2,1.0
9784,DB12010,Q9BVS4,1.0
9785,DB12010,O14730,1.0
9786,DB12010,Q13546,1.0
9787,DB12010,O43353,1.0
9788,DB12010,P57078,1.0
9789,DB12010,O75116,1.0
9790,DB12010,P08922,1.0
9791,DB12010,Q15418,1.0
9792,DB12010,P51812,1.0
9793,DB12010,Q52WX2,1.0
9794,DB12010,P0C264,1.0
9795,DB12010,Q96BR1,1.0
9796,DB12010,P57059,1.0
9797,DB12010,Q9H0K1,1.0
9798,DB12010,Q9H2G2,1.0
9799,DB12010,Q9NRH2,1.0
9800,DB12010,P12931,1.0
9801,DB12010,Q9H3Y6,1.0
9802,DB12010,O94804,1.0
9803,DB12010,O75716,1.0
9804,DB12010,Q9UEE5,1.0
9805,DB12010,O94768,1.0
9806,DB12010,Q8WU08,1.0
9807,DB12015,P42336,1.0
9808,DB12020,P33815,1.0
9809,DB12023,Q01344,1.0
9810,DB12023,P08637,1.0
9811,DB12026,B0B3C9,1.0
9812,DB12070,F5HC79,1.0
9813,DB12070,F5HGI9,1.0
9814,DB12070,F5HCU8,1.0
9815,DB12095,Q8IWU9,1.0
9816,DB12095,P17752,1.0
9817,DB12107,P05364,1.0
9818,DB12107,Q9F663,1.0
9819,DB12107,Q93LQ9,1.0
9820,DB12107,Q939N4,1.0
9821,DB12107,Q9L5C7,1.0
9822,DB12107,Q840M4,1.0
9823,DB12107,A0A068JFB7,1.0
9824,DB12107,P0AD64,1.0
9825,DB12107,P62593,1.0
9826,DB12107,Q9X757,1.0
9827,DB12107,Q53IN1,1.0
9828,DB12130,Q9UM73,1.0
9829,DB12141,P36888,1.0
9830,DB12141,P08908,1.0
9831,DB12141,P28222,1.0
9832,DB12141,P28221,1.0
9833,DB12141,P28566,1.0
9834,DB12141,P30939,1.0
9835,DB12141,P28223,1.0
9836,DB12141,P41595,1.0
9837,DB12141,P28335,1.0
9838,DB12141,P46098,1.0
9839,DB12141,O95264,1.0
9840,DB12141,Q8WXA8,1.0
9841,DB12141,Q70Z44,1.0
9842,DB12141,A5X5Y0,1.0
9843,DB12141,Q13639,1.0
9844,DB12141,P50406,1.0
9845,DB12141,P34969,1.0
9846,DB12141,P30530,1.0
9847,DB12141,Q9UM73,1.0
9848,DB12147,P11362,1.0
9849,DB12147,P21802,1.0
9850,DB12147,P22607,1.0
9851,DB12147,P22455,1.0
9852,DB12147,O43519,1.0
9853,DB12147,P07333,1.0
9854,DB12147,P16234,1.0
9855,DB12147,P09619,1.0
9856,DB12147,P10721,1.0
9857,DB12147,P35968,1.0
9858,DB12153,A0A0H2UQB5,1.0
9859,DB12159,P24394,1.0
9860,DB12161,Q05940,1.0
9861,DB12240,P40259,1.0
9862,DB12245,Q6IX08,1.0
9863,DB12245,P80529,1.0
9864,DB12245,Q24940,1.0
9865,DB12245,Q09093,1.0
9866,DB12245,P80342,1.0
9867,DB12245,Q27655,1.0
9868,DB12245,K7YNB3,1.0
9869,DB12245,Q34522,1.0
9870,DB12267,Q9UM73,1.0
9871,DB12267,P00533,1.0
9872,DB12267,P00519,1.0
9873,DB12267,P08069,1.0
9874,DB12267,P36888,1.0
9875,DB12267,P06213,1.0
9876,DB12267,P08581,1.0
9877,DB12267,Q15303,1.0
9878,DB12267,P04626,1.0
9879,DB12278,P11229,1.0
9880,DB12278,P08172,1.0
9881,DB12278,P20309,1.0
9882,DB12278,P08173,1.0
9883,DB12278,P08912,1.0
9884,DB12278,Q13936,1.0
9885,DB12278,P35348,1.0
9886,DB12301,Q72547,1.0
9887,DB12328,P35869,1.0
9888,DB12329,P0A7V8,1.0
9889,DB12332,P09874,1.0
9890,DB12332,Q9UGN5,1.0
9891,DB12332,Q9Y6F1,1.0
9892,DB12364,P00742,1.0
9893,DB12371,Q9H228,1.0
9894,DB12371,P21453,1.0
9895,DB12377,P62593,1.0
9896,DB12377,P0AD63,1.0
9897,DB12377,Q939N4,1.0
9898,DB12377,Q9L5C7,1.0
9899,DB12377,Q840M4,1.0
9900,DB12377,Q93LQ9,1.0
9901,DB12377,P05364,1.0
9902,DB12404,P14867,1.0
9903,DB12404,P47869,1.0
9904,DB12404,P34903,1.0
9905,DB12404,P48169,1.0
9906,DB12404,P31644,1.0
9907,DB12404,Q16445,1.0
9908,DB12404,P18505,1.0
9909,DB12404,P47870,1.0
9910,DB12404,P28472,1.0
9911,DB12404,O14764,1.0
9912,DB12404,P78334,1.0
9913,DB12404,Q8N1C3,1.0
9914,DB12404,P18507,1.0
9915,DB12404,Q99928,1.0
9916,DB12404,O00591,1.0
9917,DB12404,Q9UN88,1.0
9918,DB12404,P14867,1.0
9919,DB12404,P47869,1.0
9920,DB12404,P34903,1.0
9921,DB12404,P31644,1.0
9922,DB12404,Q8N1C3,1.0
9923,DB12404,P18507,1.0
9924,DB12404,Q99928,1.0
9925,DB12455,P0A7V3,1.0
9926,DB12455,P02359,1.0
9927,DB12455,P0A7W7,1.0
9928,DB12455,P0A7U3,1.0
9929,DB12455,P0AG59,1.0
9930,DB12457,Q16602,1.0
9931,DB12466,Q809M3,1.0
9932,DB12483,P42336,1.0
9933,DB12483,O00329,1.0
9934,DB12498,P51679,1.0
9935,DB12499,P10275,1.0
9936,DB12500,O60674,1.0
9937,DB12500,P36888,1.0
9938,DB12500,P23458,1.0
9939,DB12530,P15391,1.0
9940,DB12532,P01350,1.0
9941,DB12537,P14867,1.0
9942,DB12537,P47869,1.0
9943,DB12537,P34903,1.0
9944,DB12537,P48169,1.0
9945,DB12537,P31644,1.0
9946,DB12537,Q16445,1.0
9947,DB12537,P18505,1.0
9948,DB12537,P47870,1.0
9949,DB12537,P28472,1.0
9950,DB12537,O14764,1.0
9951,DB12537,P78334,1.0
9952,DB12537,Q8N1C3,1.0
9953,DB12537,P18507,1.0
9954,DB12537,Q99928,1.0
9955,DB12537,O00591,1.0
9956,DB12537,Q9UN88,1.0
9957,DB12537,P14867,1.0
9958,DB12537,P47869,1.0
9959,DB12537,P34903,1.0
9960,DB12537,P31644,1.0
9961,DB12537,Q8N1C3,1.0
9962,DB12537,P18507,1.0
9963,DB12537,Q99928,1.0
9964,DB12612,P21453,1.0
9965,DB12612,Q9H228,1.0
9966,DB12615,P0AG59,1.0
9967,DB12615,L0LZJ6,1.0
9968,DB12688,P20273,1.0
9969,DB12688,P13639,1.0
9970,DB12698,P01730,1.0
9971,DB12698,P51681,1.0
9972,DB12698,P61073,1.0
9973,DB12783,P20711,1.0
9974,DB12789,Q9Y5Y4,1.0
9975,DB12808,P13631,1.0
9976,DB12808,P10826,1.0
9977,DB12808,P10276,1.0
9978,DB12825,P61182,1.0
9979,DB12865,P41180,1.0
9980,DB12872,P00451,1.0
9981,DB12872,P02452,1.0
9982,DB12887,Q15910,1.0
9983,DB12887,Q92800,1.0
9984,DB12893,P09758,1.0
9985,DB12893,P11387,1.0
9986,DB12893,Q96AE4,1.0
9987,DB12924,P43700,1.0
9988,DB12924,P0AFI2,1.0
9989,DB12941,P10275,1.0
9990,DB12941,P06401,1.0
9991,DB12965,Q14872,1.0
9992,DB12965,P0DM35,1.0
9993,DB12965,P04731,1.0
9994,DB12965,P07438,1.0
9995,DB12965,P04732,1.0
9996,DB12965,P04733,1.0
9997,DB12965,P13640,1.0
9998,DB12965,P80294,1.0
9999,DB12965,Q93083,1.0
10000,DB12965,Q8N339,1.0
10001,DB12965,P80297,1.0
10002,DB12965,P02795,1.0
10003,DB12965,P25713,1.0
10004,DB12965,P47944,1.0
10005,DB12965,A1L3X4,1.0
10006,DB12965,Q9Y4I5,1.0
10007,DB12965,P00450,1.0
10008,DB12965,P02768,1.0
10009,DB12965,P01023,1.0
10010,DB12978,P07333,1.0
10011,DB12978,P10721,1.0
10012,DB12978,P36888,1.0
10013,DB12978,P09619,1.0
10014,DB13007,Q96NY8,1.0
10015,DB13074,Q92847,1.0
10016,DB13125,P40238,1.0
10017,DB13133,P00451,1.0
10018,DB13133,P02452,1.0
10019,DB13139,P07550,1.0
10020,DB13140,P18177,1.0
10021,DB13144,Q99062,1.0
10022,DB13146,Q15758,1.0
10023,DB13146,Q9UM01,1.0
10024,DB13146,Q8WY07,1.0
10025,DB13146,Q05586,1.0
10026,DB13146,Q12879,1.0
10027,DB13146,Q13224,1.0
10028,DB13146,Q14957,1.0
10029,DB13146,O15399,1.0
10030,DB13146,Q8TCU5,1.0
10031,DB13146,O60391,1.0
10032,DB13146,P42261,1.0
10033,DB13146,P42262,1.0
10034,DB13146,P42263,1.0
10035,DB13146,P48058,1.0
10036,DB13149,P12259,1.0
10037,DB13149,P00742,1.0
10038,DB13149,P04070,1.0
10039,DB13150,P13726,1.0
10040,DB13150,P00742,1.0
10041,DB13150,P00740,1.0
10042,DB13151,P00742,1.0
10043,DB13151,P00734,1.0
10044,DB13151,P02671,1.0
10045,DB13151,P02675,1.0
10046,DB13151,P00488,1.0
10047,DB13151,P12259,1.0
10048,DB13151,P00451,1.0
10049,DB13151,P08709,1.0
10050,DB13152,P00742,1.0
10051,DB13152,P03951,1.0
10052,DB13152,P08709,1.0
10053,DB13152,P00451,1.0
10054,DB13152,P00734,1.0
10055,DB13152,Q07954,1.0
10056,DB13152,P38435,1.0
10057,DB13154,P35499,1.0
10058,DB13155,P10275,1.0
10059,DB13158,P04150,1.0
10060,DB13161,B4DP61,1.0
10061,DB13166,P12821,1.0
10062,DB13167,P35354,1.0
10063,DB13170,P33402,1.0
10064,DB13173,P11717,1.0
10065,DB13179,P49228,1.0
10066,DB13179,P60723,1.0
10067,DB13179,O75469,1.0
10068,DB13192,P00740,1.0
10069,DB13192,P00742,1.0
10070,DB13200,Q99062,1.0
10071,DB13257,P69905,1.0
10072,DB13257,P02786,1.0
10073,DB13257,Q9UP52,1.0
10074,DB13269,P35498,1.0
10075,DB13269,Q9Y5Y9,1.0
10076,DB13269,Q9UI33,1.0
10077,DB13269,Q99250,1.0
10078,DB13269,Q9NY46,1.0
10079,DB13269,P35499,1.0
10080,DB13269,Q14524,1.0
10081,DB13269,Q01118,1.0
10082,DB13269,Q9UQD0,1.0
10083,DB13269,Q15858,1.0
10084,DB13269,Q07699,1.0
10085,DB13269,O60939,1.0
10086,DB13269,Q9NY72,1.0
10087,DB13269,Q8IWT1,1.0
10088,DB13345,P08908,1.0
10089,DB13345,P28222,1.0
10090,DB13345,P28221,1.0
10091,DB13345,P28566,1.0
10092,DB13345,P30939,1.0
10093,DB13345,P28223,1.0
10094,DB13345,P41595,1.0
10095,DB13345,P28335,1.0
10096,DB13345,P46098,1.0
10097,DB13345,O95264,1.0
10098,DB13345,Q8WXA8,1.0
10099,DB13345,Q70Z44,1.0
10100,DB13345,A5X5Y0,1.0
10101,DB13345,Q13639,1.0
10102,DB13345,P50406,1.0
10103,DB13345,P34969,1.0
10104,DB13345,P08588,1.0
10105,DB13345,P07550,1.0
10106,DB13345,P13945,1.0
10107,DB13345,P35348,1.0
10108,DB13345,P35368,1.0
10109,DB13345,P25100,1.0
10110,DB13345,P08913,1.0
10111,DB13345,P18089,1.0
10112,DB13345,P18825,1.0
10113,DB13345,P21728,1.0
10114,DB13345,P21918,1.0
10115,DB13345,P14416,1.0
10116,DB13345,P35462,1.0
10117,DB13345,P21917,1.0
10118,DB13346,P23219,1.0
10119,DB13346,P35354,1.0
10120,DB13346,Q9UBN7,1.0
10121,DB13346,Q969S8,1.0
10122,DB13421,Q91CQ6,1.0
10123,DB13501,P23219,1.0
10124,DB13501,P35354,1.0
10125,DB13503,P22303,1.0
10126,DB13503,P00722,1.0
10127,DB13520,Q99250,1.0
10128,DB13615,O00206,1.0
10129,DB13615,Q9HC29,1.0
10130,DB13720,P20309,1.0
10131,DB13746,P35498,1.0
10132,DB13746,Q9Y5Y9,1.0
10133,DB13746,Q9UI33,1.0
10134,DB13746,Q99250,1.0
10135,DB13746,Q9NY46,1.0
10136,DB13746,P35499,1.0
10137,DB13746,Q14524,1.0
10138,DB13746,Q01118,1.0
10139,DB13746,Q9UQD0,1.0
10140,DB13746,Q15858,1.0
10141,DB13746,Q86DI9,1.0
10142,DB13746,Q06432,1.0
10143,DB13746,Q9Y698,1.0
10144,DB13746,O60359,1.0
10145,DB13746,Q9UBN1,1.0
10146,DB13746,Q9UF02,1.0
10147,DB13746,Q9BXT2,1.0
10148,DB13746,P62955,1.0
10149,DB13746,Q8WXS5,1.0
10150,DB13746,P54289,1.0
10151,DB13746,Q9NY47,1.0
10152,DB13746,Q8IZS8,1.0
10153,DB13746,Q7Z3S7,1.0
10154,DB13746,Q13936,1.0
10155,DB13746,Q01668,1.0
10156,DB13746,O60840,1.0
10157,DB13746,Q13698,1.0
10158,DB13746,Q02641,1.0
10159,DB13746,Q08289,1.0
10160,DB13746,P54284,1.0
10161,DB13746,O00305,1.0
10162,DB13746,Q00975,1.0
10163,DB13746,O00555,1.0
10164,DB13746,Q15878,1.0
10165,DB13746,O43497,1.0
10166,DB13746,O95180,1.0
10167,DB13746,Q9P0X4,1.0
10168,DB13746,O43497,1.0
10169,DB13746,O95180,1.0
10170,DB13746,Q9P0X4,1.0
10171,DB13746,O00555,1.0
10172,DB13746,Q13936,1.0
10173,DB13746,Q01668,1.0
10174,DB13746,O60840,1.0
10175,DB13746,Q13698,1.0
10176,DB13746,Q02641,1.0
10177,DB13746,Q08289,1.0
10178,DB13746,P54284,1.0
10179,DB13746,O00305,1.0
10180,DB13746,O00555,1.0
10181,DB13751,P28845,1.0
10182,DB13751,P01375,1.0
10183,DB13751,P42574,1.0
10184,DB13751,Q00653,1.0
10185,DB13751,P19838,1.0
10186,DB13751,P06858,1.0
10187,DB13781,P08588,1.0
10188,DB13783,P23219,1.0
10189,DB13783,P35354,1.0
10190,DB13800,P0DP23,1.0
10191,DB13800,P31415,1.0
10192,DB13800,P22676,1.0
10193,DB13867,P04150,1.0
10194,DB13867,P06401,1.0
10195,DB13867,P47712,1.0
10196,DB13867,P08235,1.0
10197,DB13872,P14867,1.0
10198,DB13872,P47869,1.0
10199,DB13872,P34903,1.0
10200,DB13872,P48169,1.0
10201,DB13872,P31644,1.0
10202,DB13872,Q16445,1.0
10203,DB13872,P18505,1.0
10204,DB13872,P47870,1.0
10205,DB13872,P28472,1.0
10206,DB13872,O14764,1.0
10207,DB13872,P78334,1.0
10208,DB13872,Q8N1C3,1.0
10209,DB13872,P18507,1.0
10210,DB13872,Q99928,1.0
10211,DB13872,O00591,1.0
10212,DB13872,Q9UN88,1.0
10213,DB13872,P14867,1.0
10214,DB13872,P47869,1.0
10215,DB13872,P34903,1.0
10216,DB13872,P31644,1.0
10217,DB13872,Q8N1C3,1.0
10218,DB13872,P18507,1.0
10219,DB13872,Q99928,1.0
10220,DB13873,Q07869,1.0
10221,DB13873,Q9NPA2,1.0
10222,DB13873,P37231,1.0
10223,DB13873,Q03181,1.0
10224,DB13873,O75469,1.0
10225,DB13874,P48735,1.0
10226,DB13878,Q5L478,1.0
10227,DB13879,Q91RS4,1.0
10228,DB13881,P15391,1.0
10229,DB13884,P00742,1.0
10230,DB13893,O15496,1.0
10231,DB13894,O15496,1.0
10232,DB13896,P04293,1.0
10233,DB13896,P09252,1.0
10234,DB13897,Q00496,1.0
10235,DB13898,P18640,1.0
10236,DB13899,Q60393,1.0
10237,DB13900,P10845,1.0
10238,DB13901,P30996,1.0
10239,DB13902,P19321,1.0
10240,DB13903,P10844,1.0
10241,DB13908,Q99250,1.0
10242,DB13915,P15391,1.0
10243,DB13923,P00740,1.0
10244,DB13923,P00742,1.0
10245,DB13925,P30874,1.0
10246,DB13926,P04629,1.0
10247,DB13928,P43220,1.0
10248,DB13931,Q13464,1.0
10249,DB13931,O75116,1.0
10250,DB13931,P23975,1.0
10251,DB13932,Q16518,1.0
10252,DB13933,P08709,1.0
10253,DB13933,P00451,1.0
10254,DB13933,P00742,1.0
10255,DB13943,P10275,1.0
10256,DB13943,P03372,1.0
10257,DB13943,P08235,1.0
10258,DB13944,P10275,1.0
10259,DB13944,P03372,1.0
10260,DB13944,P08235,1.0
10261,DB13946,P10275,1.0
10262,DB13946,P03372,1.0
10263,DB13946,P08235,1.0
10264,DB13949,P07822,1.0
10265,DB13949,P02786,1.0
10266,DB13952,P03372,1.0
10267,DB13952,O75469,1.0
10268,DB13952,Q92731,1.0
10269,DB13952,P43681,1.0
10270,DB13952,Q15596,1.0
10271,DB13952,Q99527,1.0
10272,DB13952,P00846,1.0
10273,DB13952,Q14457,1.0
10274,DB13952,P37059,1.0
10275,DB13952,P62508,1.0
10276,DB13953,P03372,1.0
10277,DB13953,O75469,1.0
10278,DB13953,Q92731,1.0
10279,DB13953,P43681,1.0
10280,DB13953,Q15596,1.0
10281,DB13953,Q99527,1.0
10282,DB13953,P00846,1.0
10283,DB13953,Q14457,1.0
10284,DB13953,P37059,1.0
10285,DB13953,P62508,1.0
10286,DB13954,P03372,1.0
10287,DB13954,O75469,1.0
10288,DB13954,Q92731,1.0
10289,DB13954,P43681,1.0
10290,DB13954,Q15596,1.0
10291,DB13954,Q99527,1.0
10292,DB13954,P00846,1.0
10293,DB13954,Q14457,1.0
10294,DB13954,P37059,1.0
10295,DB13954,P62508,1.0
10296,DB13955,P03372,1.0
10297,DB13955,O75469,1.0
10298,DB13955,Q92731,1.0
10299,DB13955,P43681,1.0
10300,DB13955,Q15596,1.0
10301,DB13955,Q99527,1.0
10302,DB13955,P00846,1.0
10303,DB13955,Q14457,1.0
10304,DB13955,P37059,1.0
10305,DB13955,P62508,1.0
10306,DB13956,P03372,1.0
10307,DB13956,O75469,1.0
10308,DB13956,Q92731,1.0
10309,DB13956,P43681,1.0
10310,DB13956,Q15596,1.0
10311,DB13956,Q99527,1.0
10312,DB13956,P00846,1.0
10313,DB13956,Q14457,1.0
10314,DB13956,P37059,1.0
10315,DB13956,P62508,1.0
10316,DB13961,Q96PD7,1.0
10317,DB13961,P35354,1.0
10318,DB13961,Q5NUL3,1.0
10319,DB13961,Q13936,1.0
10320,DB13961,Q01668,1.0
10321,DB13961,O60840,1.0
10322,DB13961,Q13698,1.0
10323,DB13961,Q02641,1.0
10324,DB13961,Q08289,1.0
10325,DB13961,P54284,1.0
10326,DB13961,O00305,1.0
10327,DB13961,P35498,1.0
10328,DB13961,Q9Y5Y9,1.0
10329,DB13961,Q9UI33,1.0
10330,DB13961,Q99250,1.0
10331,DB13961,Q9NY46,1.0
10332,DB13961,P35499,1.0
10333,DB13961,Q14524,1.0
10334,DB13961,Q01118,1.0
10335,DB13961,Q9UQD0,1.0
10336,DB13961,Q15858,1.0
10337,DB13961,Q07699,1.0
10338,DB13961,O60939,1.0
10339,DB13961,Q9NY72,1.0
10340,DB13961,Q8IWT1,1.0
10341,DB13961,Q00653,1.0
10342,DB13961,P19838,1.0
10343,DB13961,P36956,1.0
10344,DB13961,Q07869,1.0
10345,DB13961,P37231,1.0
10346,DB13961,Q03181,1.0
10347,DB13967,P02768,1.0
10348,DB13979,Q14081,1.0
10349,DB13985,P30874,1.0
10350,DB13985,P30872,1.0
10351,DB13985,P32745,1.0
10352,DB13985,P31391,1.0
10353,DB13985,P35346,1.0
10354,DB13995,P02792,1.0
10355,DB13995,P02794,1.0
10356,DB13995,P69905,1.0
10357,DB13995,P68871,1.0
10358,DB13996,P05023,1.0
10359,DB13997,P03433,1.0
10360,DB13998,P00742,1.0
10361,DB13998,O14832,1.0
10362,DB13998,P00740,1.0
10363,DB13998,P07307,1.0
10364,DB13998,P11021,1.0
10365,DB13998,P27797,1.0
10366,DB13998,P27824,1.0
10367,DB13998,P49257,1.0
10368,DB13998,Q07954,1.0
10369,DB13998,Q8NI22,1.0
10370,DB13998,P04275,1.0
10371,DB13999,P00742,1.0
10372,DB13999,O14832,1.0
10373,DB13999,P00740,1.0
10374,DB13999,P07307,1.0
10375,DB13999,P11021,1.0
10376,DB13999,P27797,1.0
10377,DB13999,P27824,1.0
10378,DB13999,P49257,1.0
10379,DB13999,Q07954,1.0
10380,DB13999,Q8NI22,1.0
10381,DB13999,P04275,1.0
10382,DB14001,Q9UDX4,1.0
10383,DB14001,O76054,1.0
10384,DB14001,O75469,1.0
10385,DB14001,P05771,1.0
10386,DB14001,P09917,1.0
